Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.41,..,..,..,..
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.096,..,..,..,..
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.41,..,..,..,..
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.742,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.335,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.207,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.69,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.18,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.781,..,..,..,..
Grenada,GRD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.189,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.559,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.453,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.188,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.179,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.495,..,..,..,..
Guinea,GIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.781,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.569,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.528,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.069,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.146,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.576,..,..,..,..
Guinea-Bissau,GNB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.277,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.922,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.282,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.666,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.132,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.509,..,..,..,..
Guyana,GUY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.117,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.583,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.377,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.35,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.128,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.646,..,..,..,..
Haiti,HTI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.845,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.753,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.688,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.352,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.102,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.455,..,..,..,..
High income,HIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.803,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.083,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.484,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.229,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.248,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.637,..,..,..,..
Honduras,HND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.68,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.034,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.675,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.304,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.16,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.745,..,..,..,..
"Hong Kong SAR, China",HKG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.742,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.805,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.828,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.42,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.089,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.407,..,..,..,..
Hungary,HUN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.754,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.596,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.484,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.277,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.055,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.277,..,..,..,..
Iceland,ISL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.525,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.892,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.504,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.292,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.142,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.407,..,..,..,..
India,IND,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.588,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.929,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.792,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.429,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.13,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.69,..,..,..,..
Indonesia,IDN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.16,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.704,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.627,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.575,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.165,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.444,..,..,..,..
"Iran, Islamic Rep.",IRN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.49,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.999,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.654,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.285,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.133,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.639,..,..,..,..
Iraq,IRQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.667,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.523,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.621,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.285,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.06,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.326,..,..,..,..
Ireland,IRL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.582,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.842,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.562,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.216,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.074,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.345,..,..,..,..
Israel,ISR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.397,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.778,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.812,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.266,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.057,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.221,..,..,..,..
Italy,ITA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.751,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.144,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.997,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.454,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.242,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.684,..,..,..,..
Jamaica,JAM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.454,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.887,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.003,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.51,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.085,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,1.477,..,..,..,..
Japan,JPN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.567,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.288,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.604,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.324,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.127,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.402,..,..,..,..
Jordan,JOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.667,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.672,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.356,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.466,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.124,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.43,..,..,..,..
Kazakhstan,KAZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.344,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.935,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.569,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.216,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.179,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.432,..,..,..,..
Kenya,KEN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.515,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.188,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,1.331,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.365,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.078,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.485,..,..,..,..
"Korea, Rep.",KOR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.265,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.024,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.64,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.333,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.169,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.253,..,..,..,..
Kuwait,KWT,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.924,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.796,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.466,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.562,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.172,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.529,..,..,..,..
Kyrgyz Republic,KGZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.445,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.105,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.736,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.394,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.172,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.478,..,..,..,..
Lao PDR,LAO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.892,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.882,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.658,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.427,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.153,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.615,..,..,..,..
Latin America & Caribbean,LCN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.885,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.794,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.648,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.314,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.111,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.335,..,..,..,..
Latvia,LVA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.921,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.172,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.838,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.362,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.148,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.462,..,..,..,..
Lesotho,LSO,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.788,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.685,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.901,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.229,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.092,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,1.27,..,..,..,..
Liberia,LBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.84,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.702,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.67,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.343,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.086,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.368,..,..,..,..
Lithuania,LTU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.834,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.939,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.489,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.194,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.159,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.547,..,..,..,..
Low income,LIC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.755,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.984,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.649,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.321,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.155,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.519,..,..,..,..
Lower middle income,LMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.75,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.656,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.762,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.28,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.056,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.208,..,..,..,..
Luxembourg,LUX,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.53,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.02,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.563,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.328,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.197,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.555,..,..,..,..
Madagascar,MDG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.324,..,..,..,..
Malawi,MWI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.085,..,..,..,..
