Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Canada,CAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.078,..,..,..,..
Canada,CAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.43,..,..,..,..
Canada,CAN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.605,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.585,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.654,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.257,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.125,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.556,..,..,..,..
Cayman Islands,CYM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.75,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.284,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.345,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.141,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.174,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.525,..,..,..,..
Central African Republic,CAF,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.955,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.882,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.39,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.187,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.172,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.497,..,..,..,..
Chad,TCD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.703,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.765,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.619,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.261,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.116,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.352,..,..,..,..
Chile,CHL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.94,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.672,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.617,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.281,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.093,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.429,..,..,..,..
China,CHN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.478,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.798,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.492,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.262,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.146,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.548,..,..,..,..
Colombia,COL,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.617,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,..,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,..,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,..,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,..,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,..,..,..,..,..
Comoros,COM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,..,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.207,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.315,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.136,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.076,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.383,..,..,..,..
"Congo, Dem. Rep.",COD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.804,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.633,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.733,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.224,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.1,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.532,..,..,..,..
"Congo, Rep.",COG,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.12,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.863,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.587,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.411,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.094,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.617,..,..,..,..
Costa Rica,CRI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.388,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.111,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.39,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.149,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.148,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.434,..,..,..,..
Côte d'Ivoire,CIV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.041,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.955,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.95,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.556,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.073,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.496,..,..,..,..
Croatia,HRV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.138,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.673,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.466,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.295,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.114,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.607,..,..,..,..
Curacao,CUW,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.711,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.697,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.724,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.279,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.08,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.416,..,..,..,..
Cyprus,CYP,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.65,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.7,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.693,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.377,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.076,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.297,..,..,..,..
Czech Republic,CZE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.757,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.498,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.546,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.263,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.053,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.235,..,..,..,..
Denmark,DNK,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.78,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.988,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.556,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.165,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.111,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.449,..,..,..,..
Djibouti,DJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.529,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.841,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.66,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.363,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.146,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.764,..,..,..,..
Dominica,DMA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.226,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.898,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.534,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.362,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.181,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.681,..,..,..,..
Dominican Republic,DOM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.865,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.933,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.821,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.363,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.124,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.617,..,..,..,..
East Asia & Pacific,EAS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.842,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.753,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.329,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.341,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.129,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.81,..,..,..,..
Ecuador,ECU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.426,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.209,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.531,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.384,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.264,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.58,..,..,..,..
"Egypt, Arab Rep.",EGY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.489,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,..,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,..,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,..,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,..,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,..,..,..,..,..
El Salvador,SLV,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,..,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.804,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.593,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.234,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.119,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.623,..,..,..,..
Equatorial Guinea,GNQ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.152,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.752,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.742,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.671,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.085,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.333,..,..,..,..
Estonia,EST,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.542,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.136,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.524,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.342,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.154,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.506,..,..,..,..
Eswatini,SWZ,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.766,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.882,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.777,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.271,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.189,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.444,..,..,..,..
Ethiopia,ETH,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.545,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.749,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.684,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.371,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.09,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.372,..,..,..,..
Europe & Central Asia,ECS,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.687,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.001,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.914,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.198,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.187,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.516,..,..,..,..
Fiji,FJI,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.795,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.543,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.597,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.407,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.077,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.195,..,..,..,..
Finland,FIN,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.727,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.64,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.859,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.277,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.066,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.246,..,..,..,..
France,FRA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.848,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.735,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.568,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.221,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.106,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.553,..,..,..,..
Gabon,GAB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.174,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.589,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.659,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.141,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.165,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.49,..,..,..,..
"Gambia, The",GMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.897,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.666,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.714,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.301,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.052,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.235,..,..,..,..
Germany,DEU,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.816,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.235,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.395,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.172,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.15,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.552,..,..,..,..
Ghana,GHA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.263,..,..,..,..
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.797,..,..,..,..
Greece,GRC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.581,..,..,..,..
